Product Category,Current Stock,Previous Month Sales,Average Weekly Sales,Current Selling Price,Competitor Price,Customer Rating,Festival Season,Predicted Demand
Beauty & Personal Care,417,188,46.47,27.88,27.57,3.7,No,229
Fashion,355,460,117.99,29.71,28.23,4.3,No,512
Home & Kitchen,275,156,44.13,18.47,19.52,3.7,No,233
Electronics,20,83,21.57,690.73,639.72,4.1,No,114
Grocery,153,176,41.64,18.03,19.44,4.3,Yes,302
Grocery,427,404,101.69,20.28,19.72,4.1,No,450
Fashion,562,494,123.3,33.85,34.2,3.7,Yes,602
Beauty & Personal Care,468,152,37.73,32.69,32.16,5.0,No,225
Electronics,36,204,52.04,550.16,562.67,3.7,No,285
Sports & Outdoors,424,310,82.49,78.35,72.08,3.6,No,341
Electronics,377,344,88.94,550.33,550.43,3.5,Yes,456
Electronics,384,413,105.42,1086.4,1176.31,2.3,No,484
Home & Kitchen,149,223,50.09,140.74,127.26,3.3,No,248
Fashion,422,496,121.9,98.28,98.95,3.2,No,527
Home & Kitchen,240,35,3.94,190.04,188.67,3.9,No,82
Fashion,33,327,80.12,131.74,141.89,3.3,Yes,447
Grocery,403,297,74.05,3.61,3.34,3.2,No,334
Sports & Outdoors,160,112,32.1,31.4,29.87,2.7,Yes,210
Electronics,510,219,59.78,572.89,524.3,3.2,No,254
Beauty & Personal Care,291,490,130.81,49.0,48.12,3.7,Yes,587
Grocery,337,176,45.29,13.17,12.93,4.3,No,236
Fashion,261,130,36.54,54.5,52.56,4.5,No,197
Home & Kitchen,314,315,80.58,91.57,96.23,4.4,No,374
Sports & Outdoors,596,80,25.82,41.27,41.81,4.0,No,155
Grocery,414,413,106.22,23.96,24.03,3.7,Yes,531
Sports & Outdoors,233,378,92.39,244.19,254.17,3.2,No,396
Home & Kitchen,110,343,91.34,165.46,149.1,4.7,No,398
Fashion,545,488,118.93,105.07,113.39,3.2,No,516
Fashion,479,219,53.53,91.91,86.79,3.3,No,269
Home & Kitchen,538,126,33.22,65.19,63.1,4.3,No,183
Fashion,50,120,28.28,149.88,160.04,4.3,No,184
Fashion,88,411,105.54,105.54,115.71,4.1,Yes,541
Beauty & Personal Care,322,392,91.39,72.97,77.21,4.9,No,422
Electronics,264,203,52.36,653.45,664.51,4.5,No,275
Beauty & Personal Care,283,44,13.64,59.58,59.04,2.2,Yes,122
Home & Kitchen,264,457,113.28,130.63,139.94,4.8,No,509
Electronics,157,354,89.49,462.77,468.36,5.0,Yes,477
Electronics,463,287,71.02,654.65,662.6,2.8,No,312
Grocery,79,449,117.49,24.9,26.05,3.7,No,492
Home & Kitchen,401,243,61.76,53.88,49.55,4.2,No,295
Fashion,329,49,11.05,115.36,122.64,3.5,No,121
Home & Kitchen,485,104,23.47,102.03,93.68,3.8,Yes,230
Home & Kitchen,308,117,26.75,42.94,39.49,3.3,Yes,222
Beauty & Personal Care,312,441,110.57,67.92,72.62,3.7,No,473
Home & Kitchen,432,361,94.4,39.99,37.09,4.5,No,420
Home & Kitchen,541,254,60.53,56.76,58.79,5.0,No,303
Home & Kitchen,76,464,117.15,95.03,102.96,2.7,Yes,561
Home & Kitchen,11,297,73.53,121.96,116.49,3.3,Yes,414
Fashion,403,27,8.22,69.79,63.25,3.4,No,74
Fashion,578,209,52.43,121.86,112.48,4.5,No,270
Grocery,353,187,43.0,5.6,5.12,4.9,No,225
Home & Kitchen,163,217,60.5,14.99,14.62,4.0,No,272
Home & Kitchen,210,81,19.8,152.96,144.05,4.3,No,121
Grocery,142,444,110.37,24.61,26.13,3.3,Yes,550
Sports & Outdoors,423,345,91.58,110.03,104.01,3.9,No,390
Fashion,439,497,126.0,72.83,70.37,4.0,No,551
Home & Kitchen,277,102,25.36,135.77,134.17,3.8,No,152
Sports & Outdoors,569,448,113.69,27.66,25.28,3.5,No,466
Sports & Outdoors,40,321,81.36,47.21,50.51,3.1,Yes,434
Fashion,595,237,56.76,18.91,17.45,3.7,No,285
Electronics,334,355,90.57,1166.64,1272.61,4.3,No,454
Grocery,470,408,104.01,9.7,9.61,4.4,No,459
Beauty & Personal Care,268,97,25.26,56.26,55.85,2.9,No,145
Electronics,398,137,32.8,187.39,198.8,4.3,No,215
Beauty & Personal Care,139,463,114.96,40.63,37.84,4.5,No,526
Sports & Outdoors,526,297,72.25,137.07,144.82,3.1,No,352
Grocery,438,284,66.77,6.93,6.71,4.6,No,341
Sports & Outdoors,392,373,92.76,157.3,156.82,3.9,Yes,488
Beauty & Personal Care,137,328,85.62,39.49,42.04,4.0,No,388
Electronics,561,148,37.38,476.75,471.95,4.3,No,189
Electronics,547,251,66.16,286.98,302.06,4.0,No,321
Sports & Outdoors,445,456,111.41,130.42,135.18,5.0,Yes,573
Sports & Outdoors,349,352,86.51,38.57,37.31,3.4,No,362
Sports & Outdoors,328,55,14.54,41.16,38.79,3.9,No,112
Electronics,199,336,84.64,1191.64,1096.98,3.8,No,341
Electronics,370,335,84.33,987.36,1006.28,5.0,No,404
Electronics,581,410,102.77,814.36,772.35,5.0,No,448
Electronics,99,24,9.86,275.21,298.55,2.8,Yes,133
Sports & Outdoors,423,175,47.41,206.65,211.52,4.0,No,238
Home & Kitchen,206,388,101.09,74.41,72.62,4.2,No,442
Fashion,457,81,20.16,147.55,153.51,1.9,No,106
Grocery,196,318,76.18,12.51,13.73,3.2,No,362
Fashion,78,21,9.71,62.41,60.09,3.2,No,76
Beauty & Personal Care,228,421,105.05,77.79,72.19,4.2,No,465
Grocery,230,142,34.67,17.96,18.52,4.3,No,187
Grocery,118,45,11.1,21.38,23.28,4.0,No,96
Home & Kitchen,46,371,93.84,22.2,20.84,4.5,No,430
Fashion,226,213,45.79,80.24,84.9,3.8,No,237
Home & Kitchen,323,141,33.95,24.79,24.78,4.1,No,189
Grocery,499,291,69.12,23.48,25.21,4.1,No,347
Home & Kitchen,436,413,97.93,103.02,102.12,4.4,No,450
Electronics,457,232,56.21,550.94,560.36,4.2,No,269
Beauty & Personal Care,86,223,56.36,46.02,45.2,3.7,No,274
Electronics,28,321,83.21,723.83,752.92,4.7,No,417
Electronics,537,24,4.87,631.71,643.54,4.5,No,74
Home & Kitchen,246,259,59.98,191.43,190.79,4.2,No,294
Home & Kitchen,371,392,95.3,107.09,99.67,3.2,No,426
Home & Kitchen,193,243,57.48,176.6,186.55,4.7,Yes,377
Home & Kitchen,286,396,103.24,26.31,27.52,4.7,No,464
Sports & Outdoors,99,15,4.22,157.27,163.73,3.1,No,76
Home & Kitchen,538,463,112.32,50.4,49.13,3.6,No,495
Fashion,30,94,23.41,18.42,18.68,3.7,No,152
Grocery,491,326,79.57,6.37,6.16,5.0,No,389
Home & Kitchen,439,126,35.2,188.03,177.68,4.6,No,166
Beauty & Personal Care,338,263,61.83,29.38,28.56,4.5,No,319
Grocery,546,265,65.56,15.4,13.9,3.9,Yes,376
Electronics,339,187,45.2,206.38,198.68,4.1,No,222
Home & Kitchen,286,98,25.46,127.18,130.38,4.4,No,162
Electronics,30,155,36.21,825.08,884.67,3.1,No,216
Sports & Outdoors,449,184,49.19,222.11,225.93,4.9,No,273
Grocery,447,170,39.83,17.17,18.54,4.3,Yes,291
Electronics,569,22,1.0,186.65,188.2,4.6,No,95
Sports & Outdoors,588,273,67.13,31.89,32.75,4.1,No,346
Grocery,52,184,43.65,16.2,16.18,3.8,No,238
Electronics,146,129,34.07,649.69,645.89,4.7,No,187
Sports & Outdoors,417,450,111.6,38.62,40.46,3.7,No,506
Beauty & Personal Care,77,422,105.76,53.39,55.9,3.5,No,450
Sports & Outdoors,88,15,1.53,82.42,79.49,4.0,No,89
Sports & Outdoors,200,472,118.92,184.65,196.12,5.0,No,529
Beauty & Personal Care,164,28,3.96,19.92,18.74,2.7,No,64
Electronics,495,237,59.82,716.19,758.27,4.4,No,292
Beauty & Personal Care,132,164,44.0,62.61,60.37,3.6,Yes,257
Home & Kitchen,403,268,70.02,135.36,141.35,3.6,Yes,380
Beauty & Personal Care,384,148,39.47,54.05,50.51,3.9,No,188
Fashion,588,244,63.25,90.58,94.12,3.7,Yes,357
Fashion,22,234,58.39,49.95,52.49,3.1,No,281
Grocery,211,246,63.92,2.67,2.73,2.7,No,270
Beauty & Personal Care,73,376,94.12,14.0,14.94,3.4,No,420
Grocery,109,104,26.63,20.97,21.26,3.2,No,139
Grocery,267,336,79.31,15.33,16.63,3.8,No,372
Fashion,339,447,119.69,135.79,128.96,4.1,Yes,563
Electronics,289,125,32.61,913.16,966.73,4.2,No,195
Beauty & Personal Care,528,434,105.27,52.68,51.84,4.9,No,496
Home & Kitchen,26,143,33.12,166.37,169.25,3.6,No,182
Fashion,307,448,105.22,39.07,42.39,3.8,No,504
Beauty & Personal Care,266,290,77.2,58.04,57.23,3.3,No,330
Beauty & Personal Care,101,449,119.81,62.0,59.22,2.8,No,466
Electronics,127,187,49.27,316.48,322.35,4.4,No,279
Beauty & Personal Care,211,128,30.55,15.24,14.92,4.0,Yes,249
Home & Kitchen,557,63,14.61,126.66,119.4,3.0,No,104
Home & Kitchen,71,461,113.88,29.08,31.68,4.0,No,497
Home & Kitchen,471,337,84.7,97.1,97.55,3.9,No,370
Electronics,523,259,64.3,1140.32,1227.91,3.9,No,332
Home & Kitchen,507,127,25.57,49.5,52.47,4.1,No,195
Beauty & Personal Care,480,401,98.26,67.66,66.65,4.0,Yes,506
Home & Kitchen,520,313,84.25,136.6,137.87,3.2,No,369
Home & Kitchen,23,215,53.76,31.65,29.02,3.0,No,238
Electronics,248,121,24.15,900.86,898.52,4.9,No,193
Home & Kitchen,238,408,101.95,74.32,69.81,3.7,No,454
Electronics,526,104,26.88,730.38,798.69,4.0,No,176
Grocery,137,74,20.88,10.33,10.4,4.0,No,135
Sports & Outdoors,28,67,16.42,99.22,98.04,4.4,No,138
Home & Kitchen,385,192,48.51,24.04,23.01,4.9,Yes,308
Sports & Outdoors,55,234,61.31,175.19,164.91,4.4,Yes,340
Beauty & Personal Care,255,406,101.94,14.15,13.99,4.1,No,466
Fashion,7,93,21.81,23.2,21.98,4.3,No,166
Sports & Outdoors,219,79,22.28,163.67,149.02,4.2,Yes,200
Sports & Outdoors,83,265,65.57,228.41,248.73,4.3,Yes,409
Sports & Outdoors,583,361,88.13,210.6,194.24,3.9,No,402
Home & Kitchen,281,418,105.29,131.09,137.37,3.0,Yes,536
Sports & Outdoors,280,77,16.99,72.93,73.86,4.3,No,143
Fashion,235,153,36.61,49.39,47.46,3.5,No,201
Home & Kitchen,396,160,45.96,130.54,139.1,5.0,No,223
Beauty & Personal Care,30,90,19.28,48.36,53.02,4.2,No,147
Grocery,195,452,115.34,4.8,4.68,3.3,No,507
Beauty & Personal Care,409,306,78.73,14.31,13.97,3.4,No,360
Fashion,254,458,113.67,28.58,27.28,3.1,No,499
Grocery,411,360,95.69,6.84,6.16,3.8,No,403
Beauty & Personal Care,584,105,22.87,15.65,16.92,3.8,No,148
Fashion,39,208,53.6,65.62,66.48,4.4,No,258
Electronics,359,446,110.75,915.15,927.39,4.3,No,486
Fashion,144,349,84.42,18.02,16.84,4.0,No,401
Fashion,486,86,18.28,97.82,96.1,3.4,Yes,195
Fashion,21,391,102.18,139.82,148.67,3.1,No,417
Fashion,249,233,56.09,39.24,36.29,5.0,No,305
Beauty & Personal Care,119,381,91.56,48.44,50.31,3.6,No,430
Beauty & Personal Care,322,454,115.54,35.9,36.81,4.3,Yes,576
Sports & Outdoors,224,87,21.56,133.48,142.8,3.8,No,137
Home & Kitchen,297,139,37.89,116.15,124.28,3.9,No,198
Electronics,279,453,110.61,471.73,471.81,4.0,No,508
Sports & Outdoors,246,283,71.94,35.09,33.1,4.2,Yes,417
Fashion,160,194,50.85,47.26,43.65,4.6,No,236
Grocery,13,56,11.75,4.07,3.88,3.8,No,99
Grocery,461,184,51.81,7.89,7.71,3.3,No,228
Sports & Outdoors,250,31,7.8,108.68,105.18,5.0,Yes,157
Grocery,80,405,99.96,9.46,9.07,5.0,No,463
Grocery,270,214,52.12,5.83,5.58,4.5,Yes,327
Home & Kitchen,391,316,78.47,72.1,67.38,4.0,No,367
Home & Kitchen,18,138,28.69,90.05,96.43,3.0,No,181
Beauty & Personal Care,379,294,78.25,40.01,43.57,4.2,No,341
Beauty & Personal Care,306,24,9.9,45.21,42.62,4.8,No,95
Home & Kitchen,217,18,4.07,13.81,12.82,3.0,No,65
Sports & Outdoors,558,360,86.61,39.28,36.9,4.6,No,411
Electronics,45,473,113.57,842.09,766.4,5.0,No,509
Beauty & Personal Care,234,213,54.65,54.94,49.87,3.7,No,265
Electronics,468,279,71.77,608.1,612.96,5.0,Yes,433
Fashion,100,475,115.27,141.1,151.1,3.1,No,516
Fashion,28,489,114.74,132.88,120.45,3.5,No,517
Beauty & Personal Care,531,389,96.45,69.4,65.89,3.9,No,430
Electronics,68,415,105.14,1137.49,1100.11,3.6,No,436
Home & Kitchen,355,31,12.64,68.64,70.11,4.2,Yes,150
Sports & Outdoors,339,462,116.08,128.05,116.42,3.0,Yes,567
Home & Kitchen,183,389,92.73,97.27,98.54,4.6,No,449
Electronics,253,394,97.66,189.03,175.45,3.6,No,432
Beauty & Personal Care,240,218,56.0,60.6,57.89,3.3,No,277
Fashion,473,232,55.43,29.57,32.14,3.1,No,274
Grocery,287,438,109.17,19.8,21.21,2.5,No,450
Electronics,32,212,56.44,628.39,666.06,4.2,No,283
Beauty & Personal Care,551,221,50.2,12.72,13.24,5.0,No,312
Beauty & Personal Care,264,396,102.9,55.36,56.26,3.4,No,434
Sports & Outdoors,160,345,81.66,155.05,147.31,3.7,Yes,426
Home & Kitchen,594,96,27.21,141.99,128.02,3.8,No,133
Sports & Outdoors,67,269,67.83,80.67,76.49,4.4,No,323
Electronics,188,259,68.81,1005.61,1091.56,3.6,No,329
Home & Kitchen,560,174,44.89,32.99,35.83,4.9,No,244
Sports & Outdoors,102,224,55.0,52.98,49.87,4.2,No,277
Home & Kitchen,393,392,99.29,176.12,160.61,3.2,No,419
Electronics,375,416,99.31,425.83,387.05,2.9,No,424
Grocery,83,194,49.49,15.19,15.35,4.3,No,225
Sports & Outdoors,466,375,98.77,22.9,22.43,4.9,No,453
Grocery,276,133,39.6,11.58,10.95,4.3,No,195
Grocery,134,297,77.04,16.91,17.22,3.0,Yes,405
Beauty & Personal Care,197,124,31.21,22.71,23.92,3.6,No,154
Electronics,298,418,108.44,405.63,369.3,2.4,No,419
Sports & Outdoors,295,351,88.27,61.75,64.76,4.0,No,411
Electronics,400,457,117.17,492.37,456.29,4.0,No,473
Electronics,44,447,109.67,463.11,495.07,3.2,No,518
Home & Kitchen,200,445,115.71,14.17,15.41,2.5,No,479
Fashion,216,377,96.14,97.74,101.42,1.8,No,415
Fashion,32,74,22.99,101.78,102.18,4.4,No,146
Home & Kitchen,113,43,5.94,147.44,143.95,4.5,No,94
Home & Kitchen,524,220,55.28,112.32,106.8,2.9,Yes,329
Fashion,299,200,53.74,99.01,90.22,3.9,No,262
Fashion,158,283,69.05,92.39,101.33,4.3,No,336
Electronics,265,332,86.31,1194.48,1211.49,3.6,No,343
Beauty & Personal Care,300,349,86.91,70.29,69.31,3.9,No,396
Sports & Outdoors,255,87,18.86,131.15,142.61,3.1,No,117
Grocery,442,450,110.82,12.42,13.04,3.7,No,490
Beauty & Personal Care,174,414,99.65,59.89,61.46,2.8,No,444
Beauty & Personal Care,430,388,95.86,55.29,56.99,3.8,Yes,492
Beauty & Personal Care,47,230,51.24,17.41,16.8,5.0,No,298
Fashion,129,56,8.55,125.75,117.8,4.5,No,105
Fashion,263,20,2.02,131.22,130.91,4.4,No,50
Home & Kitchen,238,79,24.01,160.23,166.55,2.5,No,108
Sports & Outdoors,378,446,108.39,115.49,122.87,3.0,No,483
Sports & Outdoors,559,128,36.28,44.89,43.96,3.8,No,160
Grocery,241,80,20.65,8.84,8.26,2.8,No,124
Fashion,454,317,78.18,101.19,110.15,4.7,No,368
Sports & Outdoors,53,426,106.45,125.15,122.61,4.2,No,464
Electronics,548,312,75.65,179.51,196.73,4.4,No,373
Beauty & Personal Care,172,229,56.51,22.45,22.05,3.1,No,270
Grocery,124,48,4.52,8.78,8.42,4.4,No,92
Beauty & Personal Care,209,275,65.19,9.03,9.76,3.8,No,315
Electronics,218,260,64.28,219.95,220.66,4.6,No,305
Sports & Outdoors,269,170,41.73,171.28,181.08,3.4,No,222
Fashion,358,226,59.78,128.38,123.04,4.4,No,266
Fashion,236,61,12.87,36.61,33.66,5.0,No,128
Grocery,177,272,73.84,2.63,2.74,4.0,No,338
Grocery,143,83,21.34,19.32,18.68,4.3,No,139
Fashion,288,127,33.86,71.13,77.74,4.9,No,183
Fashion,86,308,78.81,56.82,61.06,4.7,No,351
Beauty & Personal Care,566,73,22.34,61.49,55.62,3.0,No,126
Grocery,46,301,75.48,19.2,21.01,3.6,No,348
Grocery,585,47,7.66,6.74,6.95,5.0,No,127
Fashion,99,247,59.33,102.82,100.66,3.6,No,289
Fashion,389,230,63.09,107.15,114.47,4.2,Yes,346
Home & Kitchen,575,397,100.38,77.4,70.08,2.9,No,429
Grocery,81,489,118.37,3.25,2.94,4.2,No,537
Beauty & Personal Care,527,125,31.25,61.06,63.43,3.4,No,167
Fashion,577,300,77.07,38.86,39.58,5.0,No,350
Sports & Outdoors,61,337,84.4,157.33,157.0,3.3,Yes,445
Electronics,33,372,96.11,317.12,286.36,4.1,No,425
Electronics,140,268,67.58,255.05,277.19,4.1,No,318
Electronics,130,435,110.44,359.57,325.07,2.5,No,436
Sports & Outdoors,365,392,99.23,242.0,242.69,5.0,No,452
Electronics,504,196,43.7,1057.71,1080.41,4.1,Yes,311
Fashion,593,98,19.87,74.68,76.6,3.3,No,148
Home & Kitchen,372,379,94.85,191.75,187.58,3.6,No,418
Grocery,262,282,67.27,18.0,19.69,2.5,No,291
Home & Kitchen,274,474,121.51,66.37,67.2,3.4,No,511
Beauty & Personal Care,37,434,102.74,15.63,17.0,3.9,Yes,534
Grocery,93,429,111.62,9.87,10.21,3.0,No,468
Home & Kitchen,340,420,102.63,15.47,15.21,3.0,No,420
Sports & Outdoors,429,94,21.49,223.39,233.75,3.6,No,172
Grocery,62,441,110.82,8.29,7.69,4.2,No,477
Electronics,23,229,59.23,1074.61,1097.57,4.3,No,307
Beauty & Personal Care,297,176,47.61,57.16,61.7,4.2,Yes,304
Beauty & Personal Care,482,70,20.51,75.12,80.77,4.3,No,133
Fashion,359,492,123.4,116.57,123.39,3.9,No,524
Home & Kitchen,144,303,71.7,113.05,106.77,4.3,Yes,428
Fashion,242,348,88.73,101.77,100.92,3.7,Yes,474
Grocery,59,225,59.21,14.45,14.19,4.1,No,311
Electronics,186,97,30.76,693.63,625.48,4.1,No,124
Electronics,264,353,84.91,1029.52,1108.4,4.1,No,449
Home & Kitchen,62,328,80.81,138.52,129.53,2.0,No,349
Electronics,326,491,124.02,1111.79,1066.84,4.2,No,542
Grocery,128,357,90.24,5.41,5.77,3.4,Yes,442
Sports & Outdoors,580,411,101.37,60.34,56.77,3.2,Yes,503
Electronics,514,466,118.98,1147.42,1039.03,4.0,No,456
Electronics,414,155,36.59,956.43,863.21,4.4,No,176
Grocery,499,447,107.17,19.69,17.89,3.2,No,473
Beauty & Personal Care,489,443,111.02,53.84,57.99,4.0,No,502
Grocery,130,460,122.86,4.47,4.07,4.7,No,543
Electronics,387,190,46.13,772.9,778.92,4.5,No,240
Sports & Outdoors,408,348,83.83,150.94,165.66,3.4,No,364
Grocery,321,481,123.25,15.3,15.98,4.7,No,527
Sports & Outdoors,127,302,74.5,97.7,89.77,4.1,No,347
Fashion,227,353,90.97,25.21,25.02,4.2,No,410
Beauty & Personal Care,553,117,31.32,67.06,64.85,4.0,No,169
Electronics,395,372,93.4,463.05,430.56,4.4,No,418
Electronics,412,17,7.55,469.27,423.15,4.0,No,85
Beauty & Personal Care,505,66,16.27,12.54,13.27,3.5,No,101
Home & Kitchen,596,252,62.46,93.18,94.2,4.2,No,319
Beauty & Personal Care,498,65,13.75,67.6,69.38,4.0,No,117
Fashion,582,227,51.21,39.74,35.84,3.7,Yes,311
Sports & Outdoors,502,437,108.57,184.08,181.95,4.4,No,482
Sports & Outdoors,36,184,47.44,96.94,95.0,3.9,No,246
Electronics,137,419,101.54,1053.45,1060.19,4.2,No,471
Beauty & Personal Care,26,333,81.68,77.77,82.02,4.3,No,382
Sports & Outdoors,305,455,112.67,142.83,143.26,4.0,No,489
Electronics,553,496,121.93,548.57,499.0,4.1,Yes,595
Beauty & Personal Care,414,316,75.25,25.6,26.2,3.4,No,354
Fashion,395,198,50.95,17.02,15.51,4.6,No,245
Grocery,200,415,105.55,19.29,17.76,4.0,No,461
Grocery,378,438,105.63,23.97,23.65,3.7,No,479
Home & Kitchen,308,459,111.71,143.3,149.57,5.0,No,532
Grocery,139,219,56.67,15.32,14.49,2.9,No,270
Sports & Outdoors,586,268,65.09,98.1,98.59,2.8,No,302
Electronics,266,304,72.24,948.85,1015.42,3.5,No,351
Electronics,214,166,40.77,641.7,683.75,4.0,No,228
Sports & Outdoors,396,478,123.77,236.23,237.76,3.6,No,532
Electronics,121,411,102.16,362.82,334.65,3.7,No,433
Sports & Outdoors,524,327,85.37,153.88,141.25,4.1,No,390
Home & Kitchen,445,384,95.36,45.45,41.84,3.2,No,414
Grocery,102,301,73.95,21.54,22.74,4.1,No,378
Home & Kitchen,468,74,16.6,13.91,15.24,3.1,Yes,196
Home & Kitchen,319,427,106.69,80.17,86.4,4.8,No,451
Beauty & Personal Care,336,191,44.8,56.03,56.87,3.5,No,226
Fashion,116,380,92.55,109.4,112.44,5.0,No,442
Sports & Outdoors,393,152,38.06,130.74,134.42,3.9,No,207
Sports & Outdoors,496,462,111.05,178.91,178.04,4.2,No,516
Home & Kitchen,87,232,57.77,86.93,81.2,2.7,No,261
Home & Kitchen,299,266,59.11,30.63,32.42,4.3,No,306
Fashion,415,217,54.86,37.69,36.52,3.7,No,259
Home & Kitchen,562,465,112.95,163.31,167.39,3.3,Yes,556
Fashion,66,90,22.57,92.44,100.1,3.7,No,135
Home & Kitchen,306,209,47.83,193.63,198.89,4.0,No,276
Beauty & Personal Care,489,126,30.14,78.73,76.3,4.8,No,199
Electronics,525,248,58.79,263.43,265.27,3.2,No,286
Fashion,181,199,48.65,23.37,25.18,3.9,No,263
Fashion,432,376,90.13,48.44,51.88,2.8,No,424
Grocery,337,413,102.82,20.93,22.02,3.8,No,468
Sports & Outdoors,114,233,58.79,110.22,119.62,3.5,No,255
Home & Kitchen,509,117,31.27,87.88,91.04,3.9,No,186
Fashion,465,401,100.06,144.09,155.03,2.9,No,461
Fashion,537,351,81.38,99.99,103.47,3.4,No,375
Fashion,337,101,23.48,45.45,42.62,4.8,No,170
Electronics,399,408,99.11,510.34,528.28,4.1,Yes,510
Beauty & Personal Care,125,181,45.27,73.22,70.2,3.4,No,231
Home & Kitchen,350,154,35.19,84.76,78.52,3.2,No,186
Electronics,418,191,49.65,623.34,644.51,3.5,No,227
Grocery,56,365,89.25,9.46,8.94,4.3,No,407
Electronics,125,324,76.71,1086.38,1046.3,4.2,Yes,408
Grocery,594,334,81.22,12.51,13.42,4.3,No,397
Electronics,468,177,43.52,560.1,539.72,3.6,No,205
Fashion,544,319,76.77,71.69,67.31,3.7,No,369
Grocery,397,299,76.97,2.03,2.2,3.5,No,349
Fashion,356,349,84.61,52.93,53.61,3.4,Yes,441
Beauty & Personal Care,421,294,73.9,38.46,35.67,4.4,No,337
Home & Kitchen,422,172,40.01,189.13,181.22,4.0,No,209
Electronics,395,334,85.84,489.9,490.8,4.5,No,412
Sports & Outdoors,146,338,85.04,122.61,113.48,3.8,No,388
Grocery,315,172,42.45,22.95,24.48,3.2,No,229
Electronics,496,126,28.81,1198.18,1090.15,3.6,No,114
Beauty & Personal Care,464,333,83.94,38.38,41.24,3.3,No,368
Sports & Outdoors,266,448,116.73,221.22,203.69,3.9,No,466
Grocery,358,136,31.72,15.67,17.24,2.9,Yes,241
Fashion,323,411,101.59,34.66,33.5,4.6,No,499
Home & Kitchen,364,343,87.86,160.74,169.39,4.5,No,408
Home & Kitchen,206,313,78.9,199.46,202.09,2.9,Yes,404
Home & Kitchen,453,292,75.47,151.88,153.78,3.4,No,325
Beauty & Personal Care,79,447,111.68,70.45,75.36,4.1,No,504
Sports & Outdoors,14,253,64.0,102.17,95.66,2.6,No,286
Grocery,106,339,86.16,2.47,2.68,4.0,No,381
Electronics,582,247,54.77,585.59,589.65,4.9,No,315
Electronics,434,149,37.05,1063.85,1122.55,2.3,Yes,262
Home & Kitchen,278,121,31.86,95.72,102.72,3.7,No,164
Fashion,313,174,43.75,34.0,37.03,3.7,No,219
Fashion,472,284,71.24,52.57,49.21,4.0,No,344
Sports & Outdoors,22,354,89.32,44.57,44.1,2.9,No,394
Sports & Outdoors,580,296,70.27,109.03,111.05,2.5,No,320
Sports & Outdoors,475,169,43.44,68.05,68.41,3.6,Yes,273
Sports & Outdoors,269,388,97.78,189.9,205.22,4.3,No,457
Sports & Outdoors,373,227,55.26,135.68,138.65,4.0,Yes,353
Electronics,115,214,53.93,929.5,929.15,4.9,No,262
Grocery,95,28,8.71,24.57,25.61,4.5,No,80
Home & Kitchen,350,180,47.18,21.33,20.79,4.0,No,224
Grocery,369,474,110.19,11.06,10.91,3.6,No,520
Beauty & Personal Care,483,350,79.84,43.51,41.76,4.1,No,375
Home & Kitchen,308,338,82.0,190.78,198.96,4.6,No,399
Electronics,259,443,115.27,445.21,447.11,3.3,Yes,545
Beauty & Personal Care,115,160,40.79,78.5,71.8,2.9,No,187
Sports & Outdoors,363,230,53.37,229.52,215.85,5.0,No,293
Grocery,592,173,41.53,15.96,17.54,3.6,Yes,289
Grocery,270,255,66.42,2.87,2.89,4.7,Yes,388
Fashion,57,290,71.28,127.04,137.02,3.2,Yes,417
Electronics,359,477,118.02,898.24,884.37,3.8,Yes,587
Sports & Outdoors,319,323,82.61,165.68,179.72,3.4,No,371
Home & Kitchen,160,61,17.36,104.81,108.03,3.3,Yes,173
Sports & Outdoors,202,289,67.12,239.25,259.19,2.9,No,313
Home & Kitchen,190,453,114.37,43.72,41.93,2.8,No,498
Sports & Outdoors,281,459,112.89,127.89,140.02,5.0,No,527
Grocery,479,216,56.61,9.16,9.68,3.8,No,269
Electronics,244,478,114.84,550.95,567.9,3.8,Yes,582
Grocery,40,376,95.5,5.53,5.9,4.2,No,445
Fashion,502,127,32.72,147.44,133.29,3.7,No,162
Electronics,477,451,112.69,765.58,796.08,4.8,Yes,590
Beauty & Personal Care,107,378,90.74,10.25,9.54,3.0,Yes,467
Fashion,61,52,19.36,105.4,97.76,2.9,No,96
Sports & Outdoors,470,349,86.8,15.95,15.64,4.7,Yes,467
Beauty & Personal Care,591,221,57.94,54.38,53.27,4.4,No,277
Electronics,37,431,104.16,414.33,411.56,4.4,No,454
Fashion,410,288,72.74,139.24,137.22,4.7,No,340
Grocery,190,197,49.24,20.17,20.79,3.2,No,226
Sports & Outdoors,476,41,13.22,98.71,91.29,4.0,Yes,158
Grocery,501,273,67.32,12.85,12.48,3.1,No,317
Home & Kitchen,337,410,99.65,117.39,120.01,4.5,No,443
Electronics,61,291,70.68,987.48,895.64,3.8,No,321
Sports & Outdoors,334,180,44.14,155.33,154.01,3.6,No,200
Home & Kitchen,349,208,60.28,41.62,44.9,3.7,No,263
Home & Kitchen,270,298,74.5,156.03,152.19,4.8,No,337
Fashion,480,52,14.11,39.86,42.91,5.0,No,107
Electronics,76,133,34.69,908.78,949.19,4.1,Yes,278
Grocery,268,145,32.09,14.49,14.22,3.9,No,185
Beauty & Personal Care,236,323,77.9,38.68,41.69,4.6,No,381
Fashion,157,410,101.27,40.13,38.46,2.3,No,426
Electronics,460,180,45.29,704.44,674.65,3.5,No,223
